التقرير,سجل التسليمات
تاريخ الإصدار,2026-09-10T08:43:06.853Z
عوامل التصفية,"from=2026-06-12, to=2026-09-10"

رقم الإذن,التاريخ,النوع,الاتجاه,الحالة,الفرع,من,إلى,عدد الماكينات,أنشأه,تاريخ التأكيد
TRF-2026-000025,2026-09-10,COMPANY_TO_BRANCH,OUT,REJECTED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000024,2026-09-10,COMPANY_TO_BRANCH,OUT,REJECTED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000023,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000022,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000021,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000020,2026-09-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000019,2026-09-10,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مندوب التسليمات (REPRESENTATIVE),1,مشرف التسليمات,2026-09-10
TRF-2026-000018,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000017,2026-09-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000016,2026-09-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000015,2026-09-10,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-10
TRF-2026-000014,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000013,2026-09-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000012,2026-09-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000011,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000010,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000009,2026-09-10,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000008,2026-09-10,BRANCH_TO_COMPANY,RETURN,CONFIRMED,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مخزن الشركة الرئيسي (WAREHOUSE),1,مشرف التسليمات,2026-09-10
TRF-2026-000007,2026-09-10,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع التسليمات,مندوب التسليمات (REPRESENTATIVE),مشرف التسليمات (SUPERVISOR),1,مندوب التسليمات,2026-09-10
TRF-2026-000006,2026-09-10,MERCHANT_TO_REPRESENTATIVE,RETURN,CONFIRMED,فرع التسليمات,محل تاجر الاختبار (MERCHANT),مندوب التسليمات (REPRESENTATIVE),1,مندوب التسليمات,2026-09-10
TRF-2026-000005,2026-09-10,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع التسليمات,مندوب التسليمات (REPRESENTATIVE),محل تاجر الاختبار (MERCHANT),1,مندوب التسليمات,2026-09-10
TRF-2026-000004,2026-09-10,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مندوب التسليمات (REPRESENTATIVE),1,مشرف التسليمات,2026-09-10
TRF-2026-000003,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-10
TRF-2026-000002,2026-09-10,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع الحمل,مستخدم اختبار (SUPERVISOR),مستخدم اختبار (REPRESENTATIVE),1,مستخدم اختبار,2026-09-10
TRF-2026-000001,2026-09-10,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الحمل,— (WAREHOUSE),مستخدم اختبار (SUPERVISOR),1,مدير النظام,2026-09-10
