التقرير,سجل التسليمات
تاريخ الإصدار,2026-09-08T14:35:58.734Z
عوامل التصفية,"from=2026-06-10, to=2026-09-08"

رقم الإذن,التاريخ,النوع,الاتجاه,الحالة,الفرع,من,إلى,عدد الماكينات,أنشأه,تاريخ التأكيد
TRF-2026-000223,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000221,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000220,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000218,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000217,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000215,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000214,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000213,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000212,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000211,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000210,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000209,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000208,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000207,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المزامنة,مندوب المزامنة (REPRESENTATIVE),محل تاجر التسليم (MERCHANT),1,مندوب المزامنة,2026-09-08
TRF-2026-000206,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000205,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000204,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000203,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000202,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000201,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000200,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000199,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000198,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000197,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000196,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000195,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000194,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,PENDING,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مندوب التسليمات (REPRESENTATIVE),1,مشرف التسليمات,
TRF-2026-000193,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000192,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000191,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000190,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000189,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000188,2026-09-08,COMPANY_TO_BRANCH,OUT,CANCELLED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000187,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000186,2026-09-08,COMPANY_TO_BRANCH,OUT,REJECTED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000185,2026-09-08,COMPANY_TO_BRANCH,OUT,REJECTED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000184,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000183,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000182,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000181,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000180,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مندوب التسليمات (REPRESENTATIVE),1,مشرف التسليمات,2026-09-08
TRF-2026-000179,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000178,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000177,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000176,2026-09-08,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000175,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000174,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000173,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000172,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000171,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000170,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,
TRF-2026-000169,2026-09-08,BRANCH_TO_COMPANY,RETURN,CONFIRMED,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مخزن الشركة الرئيسي (WAREHOUSE),1,مشرف التسليمات,2026-09-08
TRF-2026-000168,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع التسليمات,مندوب التسليمات (REPRESENTATIVE),مشرف التسليمات (SUPERVISOR),1,مندوب التسليمات,2026-09-08
TRF-2026-000167,2026-09-08,MERCHANT_TO_REPRESENTATIVE,RETURN,CONFIRMED,فرع التسليمات,محل تاجر الاختبار (MERCHANT),مندوب التسليمات (REPRESENTATIVE),1,مندوب التسليمات,2026-09-08
TRF-2026-000166,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع التسليمات,مندوب التسليمات (REPRESENTATIVE),محل تاجر الاختبار (MERCHANT),1,مندوب التسليمات,2026-09-08
TRF-2026-000165,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع التسليمات,مشرف التسليمات (SUPERVISOR),مندوب التسليمات (REPRESENTATIVE),1,مشرف التسليمات,2026-09-08
TRF-2026-000164,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع التسليمات,— (WAREHOUSE),مشرف التسليمات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000163,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000162,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000161,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000160,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000159,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000158,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000157,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000156,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000155,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000154,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000153,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000152,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000151,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000150,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000149,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000148,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000147,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000146,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000145,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000144,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000143,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000142,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000141,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000140,2026-09-08,MERCHANT_TO_REPRESENTATIVE,RETURN,CONFIRMED,فرع المخالفات,محل تاجر المخالفات (MERCHANT),مندوب المخالفات (REPRESENTATIVE),1,مندوب المخالفات,2026-09-08
TRF-2026-000139,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),محل تاجر المخالفات (MERCHANT),1,مندوب المخالفات,2026-09-08
TRF-2026-000138,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000137,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000136,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000135,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000134,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000133,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000132,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000131,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000130,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000129,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000128,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000127,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000126,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000125,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000124,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000123,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000122,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000121,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000120,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000119,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000118,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000117,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000116,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000073,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع الإحلال,مندوب الإحلال (REPRESENTATIVE),محل تاجر T_530412_8999 (MERCHANT),1,مندوب الإحلال,2026-09-08
TRF-2026-000072,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع الإحلال,مشرف الإحلال (SUPERVISOR),مندوب الإحلال (REPRESENTATIVE),1,مشرف الإحلال,2026-09-08
TRF-2026-000071,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الإحلال,— (WAREHOUSE),مشرف الإحلال (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000063,2026-09-08,BRANCH_TO_COMPANY,RETURN,CONFIRMED,فرع الصيانة,مشرف الصيانة (SUPERVISOR),مخزن الشركة الرئيسي (WAREHOUSE),1,مشرف الصيانة,2026-09-08
TRF-2026-000062,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الصيانة,— (WAREHOUSE),مشرف الصيانة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000010,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الصيانة,— (WAREHOUSE),مشرف الصيانة (SUPERVISOR),1,مدير النظام,
TRF-2026-000222,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المزامنة,مندوب المزامنة (REPRESENTATIVE),محل تاجر الطابور (MERCHANT),1,مندوب المزامنة,2026-09-08
TRF-2026-000088,2026-09-05,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000068,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000069,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000070,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000074,2026-09-01,COMPANY_TO_SCRAP,OUT,CONFIRMED,—,— (WAREHOUSE),مخزن التوالف (WAREHOUSE),1,مدير النظام,2026-09-08
