التقرير,سجل التسليمات
تاريخ الإصدار,2026-09-08T16:06:17.677Z
عوامل التصفية,"from=2026-06-10, to=2026-09-08"

رقم الإذن,التاريخ,النوع,الاتجاه,الحالة,الفرع,من,إلى,عدد الماكينات,أنشأه,تاريخ التأكيد
TRF-2026-000214,2026-09-08,COMPANY_TO_BRANCH,OUT,CANCELLED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000213,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000211,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000210,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000208,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000207,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000205,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000204,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000203,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000202,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000201,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000200,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000199,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000198,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000197,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المزامنة,مندوب المزامنة (REPRESENTATIVE),محل تاجر التسليم (MERCHANT),1,مندوب المزامنة,2026-09-08
TRF-2026-000196,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000195,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000194,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000193,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000192,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000191,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000190,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000189,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,
TRF-2026-000188,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المزامنة,مشرف المزامنة (SUPERVISOR),مندوب المزامنة (REPRESENTATIVE),1,مشرف المزامنة,2026-09-08
TRF-2026-000187,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المزامنة,— (WAREHOUSE),مشرف المزامنة (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000186,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000185,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000184,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000183,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000182,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000181,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000180,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000179,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000178,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000177,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000176,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000175,2026-09-08,MAINTENANCE_TO_COMPANY,RETURN,CONFIRMED,—,— (WAREHOUSE),مخزن الشركة الرئيسي (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000174,2026-09-08,COMPANY_TO_MAINTENANCE,OUT,CONFIRMED,—,— (WAREHOUSE),ورشة الإشعارات (WAREHOUSE),1,مدير النظام,2026-09-08
TRF-2026-000173,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,REJECTED,فرع الإشعارات,مندوب الإشعارات (REPRESENTATIVE),مشرف الإشعارات (SUPERVISOR),1,مندوب الإشعارات,
TRF-2026-000172,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع الإشعارات,مشرف الإشعارات (SUPERVISOR),مندوب الإشعارات (REPRESENTATIVE),1,مشرف الإشعارات,2026-09-08
TRF-2026-000171,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000170,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000169,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000168,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000167,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000166,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000165,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000164,2026-09-08,COMPANY_TO_BRANCH,OUT,PENDING,فرع الإشعارات,— (WAREHOUSE),مشرف الإشعارات (SUPERVISOR),1,مدير النظام,
TRF-2026-000121,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع الإحلال,مندوب الإحلال (REPRESENTATIVE),محل تاجر T_967864_2025 (MERCHANT),1,مندوب الإحلال,2026-09-08
TRF-2026-000120,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع الإحلال,مشرف الإحلال (SUPERVISOR),مندوب الإحلال (REPRESENTATIVE),1,مشرف الإحلال,2026-09-08
TRF-2026-000119,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع الإحلال,— (WAREHOUSE),مشرف الإحلال (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000111,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000110,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000109,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000108,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000107,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000106,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000105,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000104,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000103,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000102,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000101,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000100,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000099,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000098,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000097,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000096,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000095,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000094,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000093,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000092,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000091,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000090,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000089,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000088,2026-09-08,MERCHANT_TO_REPRESENTATIVE,RETURN,CONFIRMED,فرع المخالفات,محل تاجر المخالفات (MERCHANT),مندوب المخالفات (REPRESENTATIVE),1,مندوب المخالفات,2026-09-08
TRF-2026-000087,2026-09-08,REPRESENTATIVE_TO_MERCHANT,OUT,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),محل تاجر المخالفات (MERCHANT),1,مندوب المخالفات,2026-09-08
TRF-2026-000086,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000085,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000084,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000083,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000082,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000081,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000080,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000079,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
TRF-2026-000078,2026-09-08,REPRESENTATIVE_TO_BRANCH,RETURN,CONFIRMED,فرع المخالفات,مندوب المخالفات (REPRESENTATIVE),مشرف المخالفات (SUPERVISOR),1,مندوب المخالفات,2026-09-08
TRF-2026-000077,2026-09-08,BRANCH_TO_REPRESENTATIVE,OUT,CONFIRMED,فرع المخالفات,مشرف المخالفات (SUPERVISOR),مندوب المخالفات (REPRESENTATIVE),1,مشرف المخالفات,2026-09-08
TRF-2026-000076,2026-09-08,COMPANY_TO_BRANCH,OUT,CONFIRMED,فرع المخالفات,— (WAREHOUSE),مشرف المخالفات (SUPERVISOR),1,مدير النظام,2026-09-08
